"Car [id=974, make=Hyundai, model=Scoupe, color=Violet, year=1992, price=54831.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=455, make=Buick, model=Skylark, color=Goldenrod, year=1989, price=44523.53]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=670, make=Chevrolet, model=Camaro, color=Aquamarine, year=1977, price=6875.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=802, make=Pontiac, model=Sunbird, color=Teal, year=1989, price=10292.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=764, make=Kia, model=Sportage, color=Teal, year=1996, price=45866.48]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=433, make=Mazda, model=MPV, color=Crimson, year=1992, price=28275.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=267, make=Hummer, model=H1, color=Teal, year=1998, price=71584.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=390, make=Mazda, model=MX-6, color=Fuscia, year=1995, price=45861.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=908, make=Ford, model=Crown Victoria, color=Teal, year=1995, price=36535.55]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=474, make=BMW, model=3 Series, color=Yellow, year=1995, price=20002.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=346, make=GMC, model=2500, color=Violet, year=1999, price=7373.91]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=518, make=Geo, model=Metro, color=Pink, year=1992, price=57683.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=31, make=Lamborghini, model=Countach, color=Puce, year=1989, price=76633.77]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=126, make=Ford, model=Festiva, color=Aquamarine, year=1991, price=37487.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=281, make=Mitsubishi, model=Galant, color=Violet, year=1988, price=93797.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=473, make=Honda, model=Prelude, color=Pink, year=1985, price=14578.89]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=515, make=Land Rover, model=Defender 90, color=Puce, year=1997, price=34183.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=440, make=Pontiac, model=Grand Prix, color=Puce, year=1993, price=49524.26]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=374, make=Ford, model=Ranger, color=Mauv, year=1987, price=45019.08]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=643, make=Austin, model=Mini, color=Yellow, year=1959, price=83356.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=565, make=Mazda, model=B-Series, color=Violet, year=1986, price=24958.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=889, make=Volkswagen, model=Jetta, color=Maroon, year=1984, price=64233.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=229, make=Chrysler, model=Fifth Ave, color=Fuscia, year=1993, price=72324.75]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=40, make=Pontiac, model=Turbo Firefly, color=Khaki, year=1988, price=67582.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=13, make=Mercury, model=Mystique, color=Red, year=1996, price=6145.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=36, make=Lincoln, model=Town Car, color=Green, year=1988, price=39388.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=829, make=Chevrolet, model=Lumina, color=Red, year=1997, price=24176.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=792, make=Nissan, model=Frontier, color=Yellow, year=1998, price=79649.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=312, make=Chevrolet, model=Camaro, color=Indigo, year=1979, price=8859.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=397, make=Kia, model=Sportage, color=Indigo, year=1999, price=52139.91]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=919, make=Audi, model=90, color=Crimson, year=1990, price=11551.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=446, make=Dodge, model=Ram 3500, color=Blue, year=1998, price=51333.47]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=614, make=Dodge, model=Ram Van 3500, color=Crimson, year=1999, price=40942.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=337, make=Ford, model=Thunderbird, color=Purple, year=1990, price=7844.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=190, make=Oldsmobile, model=Achieva, color=Yellow, year=1993, price=78118.63]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=942, make=Nissan, model=Datsun/Nissan Z-car, color=Pink, year=1990, price=35948.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=795, make=Mazda, model=B-Series, color=Red, year=1993, price=47260.84]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=504, make=GMC, model=Jimmy, color=Maroon, year=1998, price=9631.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=501, make=Volkswagen, model=Cabriolet, color=Blue, year=1999, price=19674.22]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=288, make=Pontiac, model=Chevette, color=Green, year=1987, price=83127.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=233, make=Honda, model=Prelude, color=Teal, year=1985, price=73427.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=856, make=Ford, model=Aerostar, color=Maroon, year=1986, price=69159.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=210, make=Audi, model=Coupe GT, color=Puce, year=1986, price=51939.58]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=815, make=GMC, model=Savana 2500, color=Crimson, year=1999, price=42590.89]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=546, make=Audi, model=100, color=Fuscia, year=1989, price=44940.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=794, make=Dodge, model=Dakota, color=Red, year=1999, price=9814.09]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=791, make=Subaru, model=SVX, color=Goldenrod, year=1997, price=55109.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=17, make=Mitsubishi, model=GTO, color=Puce, year=1993, price=80787.63]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=166, make=Ford, model=F-Series, color=Orange, year=1992, price=90531.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=589, make=Ford, model=Ranger, color=Purple, year=1993, price=59603.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=363, make=Mercedes-Benz, model=E-Class, color=Yellow, year=1993, price=20136.07]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=921, make=Mercury, model=Cougar, color=Blue, year=1967, price=42004.14]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=160, make=Dodge, model=Ram 2500 Club, color=Orange, year=1998, price=33427.83]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=570, make=Mazda, model=RX-7, color=Aquamarine, year=1990, price=36780.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=300, make=Audi, model=V8, color=Blue, year=1994, price=93170.86]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=769, make=Mercedes-Benz, model=300SE, color=Pink, year=1992, price=11916.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=177, make=BMW, model=7 Series, color=Fuscia, year=1992, price=52832.9]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=906, make=Plymouth, model=Grand Voyager, color=Orange, year=1996, price=54437.94]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=585, make=Buick, model=Reatta, color=Blue, year=1989, price=6926.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=629, make=Saab, model=9-5, color=Turquoise, year=2000, price=74739.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=107, make=Mercedes-Benz, model=C-Class, color=Purple, year=1993, price=45849.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=407, make=Pontiac, model=Bonneville, color=Khaki, year=1964, price=55344.16]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=842, make=Pontiac, model=Montana, color=Purple, year=1999, price=91020.41]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=297, make=Buick, model=Regal, color=Pink, year=1990, price=92936.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=242, make=Dodge, model=Charger, color=Maroon, year=1970, price=61993.97]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=871, make=Mercury, model=Villager, color=Violet, year=1997, price=5918.76]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=120, make=Ford, model=F250, color=Purple, year=1994, price=41160.38]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=148, make=Dodge, model=Stratus, color=Indigo, year=1996, price=58625.72]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=392, make=Ford, model=Taurus, color=Turquoise, year=1986, price=25224.72]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=66, make=Honda, model=Accord, color=Aquamarine, year=1983, price=48899.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=469, make=Volkswagen, model=riolet, color=Crimson, year=1993, price=12626.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=568, make=Toyota, model=4Runner, color=Crimson, year=1998, price=37893.99]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=152, make=Mazda, model=B-Series, color=Crimson, year=1991, price=65477.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=648, make=Chevrolet, model=3500, color=Teal, year=1999, price=55718.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=320, make=Toyota, model=Tercel, color=Indigo, year=1995, price=97972.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=753, make=Porsche, model=968, color=Turquoise, year=1994, price=9858.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=866, make=Buick, model=Skyhawk, color=Maroon, year=1987, price=75519.89]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=26, make=Chevrolet, model=1500, color=Fuscia, year=1999, price=65004.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=130, make=Pontiac, model=Firebird, color=Violet, year=1993, price=43095.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=209, make=Porsche, model=Boxster, color=Purple, year=1999, price=58105.99]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=498, make=Mercedes-Benz, model=E-Class, color=Green, year=1998, price=60944.52]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=691, make=Lamborghini, model=Diablo, color=Turquoise, year=1995, price=99680.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=151, make=BMW, model=3 Series, color=Indigo, year=1996, price=86950.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=9, make=Toyota, model=Tercel, color=Indigo, year=1997, price=31696.49]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=672, make=Audi, model=5000CS, color=Goldenrod, year=1987, price=78410.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=983, make=Pontiac, model=GTO, color=Red, year=1974, price=85907.82]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=875, make=Ford, model=Club Wagon, color=Teal, year=1994, price=79872.76]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=182, make=BMW, model=7 Series, color=Blue, year=1992, price=37345.47]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=102, make=Mitsubishi, model=Montero, color=Turquoise, year=1992, price=68518.53]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=282, make=Toyota, model=Land Cruiser, color=Aquamarine, year=1992, price=34635.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=622, make=Buick, model=Coachbuilder, color=Turquoise, year=1991, price=68613.13]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=145, make=Ford, model=Thunderbird, color=Fuscia, year=1997, price=80358.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=543, make=Dodge, model=Dakota, color=Orange, year=1993, price=28632.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=718, make=Saab, model=900, color=Puce, year=1987, price=61313.35]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=418, make=Chevrolet, model=S10, color=Teal, year=1995, price=44830.47]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=220, make=Toyota, model=Celica, color=Pink, year=1998, price=44588.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=524, make=Acura, model=Legend, color=Indigo, year=1992, price=70548.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=505, make=Mercedes-Benz, model=S-Class, color=Puce, year=1989, price=48347.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=477, make=Mitsubishi, model=Eclipse, color=Indigo, year=1992, price=22218.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=172, make=Mercedes-Benz, model=E-Class, color=Crimson, year=1988, price=92831.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=64, make=Mazda, model=Protege, color=Puce, year=1996, price=16615.45]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=306, make=Ford, model=F350, color=Puce, year=2000, price=29728.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=677, make=Pontiac, model=Trans Sport, color=Maroon, year=1999, price=24571.5]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=826, make=Mercury, model=Topaz, color=Mauv, year=1991, price=37048.11]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=974, make=Hyundai, model=Scoupe, color=Violet, year=1992, price=54831.4]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=550, make=Chevrolet, model=Tahoe, color=Red, year=1996, price=75101.67]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=234, make=Buick, model=Skylark, color=Violet, year=1990, price=60975.0]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=943, make=Lincoln, model=Continental, color=Orange, year=1995, price=35638.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=33, make=Mitsubishi, model=Galant, color=Violet, year=1995, price=93541.96]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=736, make=Acura, model=CL, color=Red, year=1997, price=71056.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=584, make=Chevrolet, model=Corvette, color=Yellow, year=1953, price=21125.51]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=990, make=Mercury, model=Lynx, color=Red, year=1987, price=86537.69]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=571, make=Pontiac, model=Grand Prix, color=Blue, year=1966, price=97355.32]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=203, make=Acura, model=RL, color=Fuscia, year=1999, price=35282.55]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=119, make=GMC, model=Yukon, color=Mauv, year=1994, price=41417.77]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=966, make=Mercedes-Benz, model=CLK-Class, color=Orange, year=1998, price=17937.95]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=317, make=Suzuki, model=Sidekick, color=Green, year=1998, price=39146.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=305, make=Infiniti, model=QX, color=Indigo, year=1998, price=68813.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=523, make=Mitsubishi, model=Mirage, color=Mauv, year=1987, price=19672.6]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=556, make=Acura, model=Legend, color=Puce, year=1989, price=46844.22]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=683, make=Toyota, model=Supra, color=Yellow, year=1998, price=97240.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=729, make=Chevrolet, model=Corvette, color=Goldenrod, year=1994, price=45100.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=52, make=Chrysler, model=LeBaron, color=Blue, year=1995, price=63537.36]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=357, make=Oldsmobile, model=Cutlass Cruiser, color=Pink, year=1993, price=16058.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=454, make=Hyundai, model=Accent, color=Red, year=1996, price=61138.75]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=620, make=Ford, model=Fairlane, color=Mauv, year=1967, price=67431.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=865, make=Mazda, model=MX-5, color=Pink, year=1994, price=52348.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=507, make=Lexus, model=LS, color=Violet, year=1998, price=49749.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=270, make=Suzuki, model=SJ, color=Yellow, year=1993, price=30266.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=630, make=Dodge, model=Ram 1500, color=Pink, year=1996, price=36099.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=476, make=GMC, model=Jimmy, color=Puce, year=1998, price=17442.72]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=217, make=Dodge, model=Charger, color=Orange, year=1968, price=79874.11]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=586, make=Chevrolet, model=Silverado 1500, color=Yellow, year=2000, price=84355.42]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=92, make=Ford, model=LTD Crown Victoria, color=Pink, year=1993, price=8696.43]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=742, make=Mercedes-Benz, model=SL-Class, color=Khaki, year=1991, price=74641.58]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=125, make=Ford, model=Econoline E150, color=Red, year=1998, price=91309.42]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=243, make=Chevrolet, model=S10, color=Puce, year=1999, price=39952.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=309, make=Mercury, model=Grand Marquis, color=Puce, year=1986, price=68690.84]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=616, make=Hyundai, model=Sonata, color=Yellow, year=2000, price=86292.82]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=904, make=Buick, model=Skyhawk, color=Violet, year=1984, price=86223.99]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=690, make=Ford, model=EXP, color=Mauv, year=1987, price=91770.57]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=560, make=Mitsubishi, model=Montero, color=Red, year=1997, price=43145.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=979, make=Dodge, model=Colt, color=Goldenrod, year=1989, price=20133.75]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=644, make=Toyota, model=Celica, color=Goldenrod, year=1992, price=75181.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=72, make=Ford, model=Thunderbird, color=Mauv, year=1965, price=9782.72]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=631, make=Mercedes-Benz, model=CLK-Class, color=Puce, year=1998, price=81020.46]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=767, make=Chrysler, model=Sebring, color=Purple, year=2000, price=62464.2]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=772, make=Lincoln, model=Navigator, color=Violet, year=1999, price=53323.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=272, make=Plymouth, model=Neon, color=Goldenrod, year=1998, price=85656.59]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=761, make=GMC, model=Sonoma, color=Pink, year=1998, price=79665.03]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=970, make=Mazda, model=323, color=Teal, year=1994, price=26955.91]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=682, make=Mercedes-Benz, model=S-Class, color=Fuscia, year=1989, price=77424.99]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=108, make=Volkswagen, model=GTI, color=Blue, year=1987, price=49995.28]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=441, make=Cadillac, model=Seville, color=Puce, year=1998, price=69259.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=485, make=Pontiac, model=LeMans, color=Mauv, year=1989, price=70423.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=634, make=Mitsubishi, model=Diamante, color=Blue, year=1994, price=48639.78]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=591, make=Pontiac, model=Grand Prix, color=Goldenrod, year=1989, price=53964.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=394, make=Dodge, model=Neon, color=Orange, year=1995, price=9570.93]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=814, make=Mercury, model=Villager, color=Purple, year=1994, price=25321.14]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=139, make=Audi, model=80, color=Indigo, year=1992, price=89183.17]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=841, make=Ford, model=Escort, color=Purple, year=1987, price=60996.53]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=450, make=Mercedes-Benz, model=SL-Class, color=Yellow, year=1994, price=30100.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=626, make=Mitsubishi, model=GTO, color=Teal, year=1994, price=25070.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=493, make=Mitsubishi, model=Galant, color=Puce, year=1986, price=7484.46]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=928, make=BMW, model=8 Series, color=Mauv, year=1995, price=96907.58]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=81, make=Acura, model=Legend, color=Yellow, year=1987, price=98471.73]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=147, make=Lincoln, model=Town Car, color=Orange, year=1988, price=47330.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=459, make=Pontiac, model=LeMans, color=Goldenrod, year=1968, price=79679.44]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=693, make=Alfa Romeo, model=164, color=Crimson, year=1992, price=40894.81]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=489, make=Oldsmobile, model=Bravada, color=Purple, year=1996, price=49232.27]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=692, make=Toyota, model=4Runner, color=Turquoise, year=1995, price=76740.06]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=777, make=Dodge, model=D150 Club, color=Mauv, year=1993, price=33174.12]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=361, make=Nissan, model=Sentra, color=Puce, year=1999, price=12283.57]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=763, make=Pontiac, model=Grand Am, color=Crimson, year=1988, price=53152.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=797, make=Ford, model=Escort, color=Orange, year=1999, price=95753.7]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=531, make=Dodge, model=Ram 1500, color=Violet, year=1997, price=62731.8]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=43, make=Pontiac, model=Grand Prix, color=Maroon, year=1970, price=38983.66]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=608, make=Chevrolet, model=Suburban 2500, color=Mauv, year=1998, price=30197.3]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=642, make=Plymouth, model=Neon, color=Mauv, year=1999, price=60222.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=25, make=Pontiac, model=Trans Sport, color=Violet, year=1999, price=86768.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=850, make=Ford, model=Econoline E150, color=Violet, year=1992, price=47156.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=547, make=Volkswagen, model=Cabriolet, color=Green, year=1985, price=45300.85]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=280, make=Mercedes-Benz, model=SL-Class, color=Blue, year=1990, price=10250.25]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=539, make=Mercury, model=Grand Marquis, color=Indigo, year=1993, price=46297.76]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=95, make=Volkswagen, model=Passat, color=Purple, year=2000, price=65050.34]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=984, make=Plymouth, model=Grand Voyager, color=Yellow, year=1999, price=9517.61]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=834, make=Subaru, model=Impreza, color=Orange, year=1993, price=62008.45]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=180, make=Volkswagen, model=rio, color=Red, year=1996, price=43274.65]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=18, make=Dodge, model=Caravan, color=Indigo, year=1994, price=91278.31]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=69, make=Buick, model=Coachbuilder, color=Teal, year=1994, price=60413.56]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=47, make=Mazda, model=929, color=Fuscia, year=1995, price=19263.84]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=76, make=Pontiac, model=Firebird, color=Teal, year=2000, price=83071.11]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=597, make=Fillmore, model=Fillmore, color=Maroon, year=1960, price=11805.71]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=958, make=Oldsmobile, model=Regency, color=Aquamarine, year=1998, price=44813.55]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=75, make=Ford, model=LTD Crown Victoria, color=Teal, year=1985, price=64176.1]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=181, make=Isuzu, model=Trooper, color=Purple, year=1992, price=69932.64]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=952, make=Alfa Romeo, model=Spider, color=Green, year=1994, price=33403.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=960, make=Infiniti, model=Q, color=Purple, year=1993, price=66975.92]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=900, make=Ford, model=Taurus, color=Yellow, year=1990, price=94829.15]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=70, make=GMC, model=Savana 1500, color=Red, year=1997, price=40806.87]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=699, make=Audi, model=Quattro, color=Indigo, year=1994, price=94669.14]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=836, make=Plymouth, model=Prowler, color=Aquamarine, year=2000, price=55208.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=155, make=Chevrolet, model=G-Series G20, color=Crimson, year=1992, price=78369.18]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=437, make=Infiniti, model=QX, color=Red, year=1999, price=95493.79]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=740, make=Cadillac, model=Eldorado, color=Violet, year=2000, price=69046.23]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=845, make=Honda, model=CR-V, color=Maroon, year=2000, price=99559.77]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=460, make=Volkswagen, model=Cabriolet, color=Red, year=1995, price=48176.33]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=321, make=Lincoln, model=Continental, color=Green, year=1996, price=65909.19]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=522, make=Pontiac, model=Firefly, color=Pink, year=1990, price=14182.04]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=461, make=Chevrolet, model=Camaro, color=Indigo, year=2000, price=8981.21]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=820, make=Oldsmobile, model=Cutlass, color=Maroon, year=1997, price=80126.29]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=491, make=Ford, model=Econoline E150, color=Green, year=1995, price=24884.39]Error Message is [This model is old. We are not accept this model!!!]"
"Car [id=641, make=Dodge, model=Stratus, color=Mauv, year=1998, price=46343.13]Error Message is [This model is old. We are not accept this model!!!]"
